Var1,Var2
5.32,1
5.33,1
5.34,1
5.35,1
5.36,1
5.37,1
5.38,1
5.39,1
5.4,1
5.41,1
5.42,1
5.43,1
5.44,1
5.45,1
5.46,1
5.47,1
5.48,1
5.49,1
5.5,1
